message,label
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,low
How abt making some of the pics bigger?,low
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,low
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",low
Why nothing. Ok anyway give me treat,low
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",medium
Correct. So how was work today,low
"Just sent again. Do you scream and moan in bed, princess?",low
"I wake up long ago already... Dunno, what other thing?",low
Oh just getting even with u.... u?,low
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,low
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,low
Yeah jay's sort of a fucking retard,low
"Sorry, was in the bathroom, sup",low
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,medium
My exam is for february 4. Wish you a great day.,low
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,low
"Aight no rush, I'll ask jay",low
Good Morning plz call me sir,low
It's ok lar. U sleep early too... Nite...,low
"Oh... Icic... K lor, den meet other day...",low
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",low
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",low
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",low
Then she buying today? Ü no need to c meh...,low
Aight sorry I take ten years to shower. What's the plan?,low
Every monday..nxt week vl be completing..,low
Might ax well im there.,low
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,low
Yeah I'll try to scrounge something up,low
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,low
Were somewhere on Fredericksburg,low
Que pases un buen tiempo or something like that,low
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,low
She doesnt need any test.,low
"Nothing much, chillin at home. Any super bowl plan?",low
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",medium
Bugis oso near wat...,low
Yo theres no class tmrw right?,low
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,low
"Goodnight, sleep well da please take care pa. Please.",low
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,low
U ned to convince him tht its not possible witot hurting his feeling its the main,low
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",low
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,low
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",low
Yo dude guess who just got arrested the other day,low
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,low
What does the dance river do?,low
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",low
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,low
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",high
Bbq this sat at mine from 6ish. Ur welcome 2 come,low
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough",low
Alright. I'm out--have a good night!,low
Did you try making another butt.,low
Hope you are feeling great. Pls fill me in. Abiola,low
I though we shd go out n have some fun so bar in town or something  sound ok?,low
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",low
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",medium
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",high
We're finally ready fyi,low
Auntie huai juan never pick up her phone,low
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,medium
"Ya tel, wats ur problem..",low
i dnt wnt to tlk wid u,low
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",low
Its ok my arm is feeling weak cuz i got a shot so we can go another time,low
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,low
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",low
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,low
All e best 4 ur exam later.,low
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,low
Oh k.i think most of wi and nz players unsold.,low
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",low
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",low
"Haha just kidding, papa needs drugs",low
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",low
Oh ok..,low
R we still meeting 4 dinner tonight?,low
Thats cool! I am a gentleman and will treat you with dignity and respect.,low
Shall i start from hear.,low
Then we wait 4 u lor... No need 2 feel bad lar...,low
No did you check? I got his detailed message now,low
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,low
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",low
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,low
cool. We will have fun practicing making babies!,low
Actually getting ready to leave the house.,low
K..k..any special today?,low
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",high
Then we gotta do it after that,low
"I've got ten bucks, jay is being noncomittal",low
Where at were hungry too,low
Pls speak to that customer machan.,low
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,low
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,medium
So wats ur opinion abt him and how abt is character?,low
Jay is snickering and tells me that x is totally fucking up the chords as we speak,low
No..few hours before.went to hair cut .,low
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,low
Lmao. Take a pic and send it to me.,low
"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",low
No. She's currently in scotland for that.,low
Do you work all this week ?,low
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,high
Lol great now im getting hungry.,low
Yes.. now only saw your message..,low
I'll be at mu in like  &lt;#&gt;  seconds,low
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,low
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",low
For sale - arsenal dartboard. Good condition but no doubles or trebles!,medium
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,low
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",low
Thanks for ve lovely wisheds. You rock,low
You intrepid duo you! Have a great time and see you both soon.,low
I asked sen to come chennai and search for job.,low
Dad went out oredi...,low
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",low
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,low
"Arms fine, how's Cardiff and uni?",low
In fact when do you leave? I think addie goes back to school tues or wed,low
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",low
